	TCGA-A7-A13F-01	TCGA-A2-A0YE-01	TCGA-BH-A0B0-01	TCGA-C8-A131-01	TCGA-A2-A0D3-01	TCGA-AN-A0XN-01	TCGA-E2-A573-01	TCGA-E2-A15P-01	TCGA-A2-A25F-01	TCGA-AO-A12F-01	TCGA-E2-A1IK-01	TCGA-E9-A1NC-01	TCGA-EW-A1P4-01	TCGA-AR-A24N-01	TCGA-BH-A18I-01	TCGA-AR-A24L-01	TCGA-BH-A18G-01	TCGA-AO-A0JG-01	TCGA-BH-A0BD-01	TCGA-E2-A15I-01	TCGA-BH-A5IZ-01	TCGA-D8-A1JS-01	TCGA-AO-A03P-01
ProSAPiP1	61	1028	324	973	173	277	1699	1628	448	1863	220	2358	745	644	326	282	2525	284	177	1784	3812	588	317
QARS	10251	18128	15059	9403	15423	5304	7157	11773	11538	10930	5858	6416	9522	10345	14157	7092	5125	6546	10673	10227	6085	18617	10413
QDPR	5236	1381	2652	2019	11513	750	990	4557	2228	1801	11137	1646	1869	16307	3902	13230	1482	10920	3237	3482	1141	2665	4519
QKI	3725	7320	3055	4874	3412	6769	4615	4180	21407	13748	1243	3220	4392	5644	7148	8009	2310	4822	5373	4375	3714	955	2769
QPCTL	1293	1600	228	1040	920	646	517	1291	470	1475	659	654	952	502	585	471	638	438	505	636	1355	2675	376
QPCT	335	7687	478	425	190	468	3358	610	2058	378	823	4187	560	235	463	11551	41	354	353	304	453	95	669
QPRT	1146	4348	295	2581	75	309	1894	187	193	491	65	1112	259	859	260	1033	129	199	1068	330	612	57	450
QRFPR	2	1	1	2	7	7	7	7	3	446	8	1	211	3	8	20	0	47	0	5	5	3	30
QRFP	1	1	0	4	4	0	4	1	4	1	0	9	2	1	2	1	4	0	2	0	2	0	1
QRICH1	4927	8709	3548	2829	5948	3017	2542	7585	6655	4064	2328	1989	3417	6128	6326	4514	1105	3701	5020	4443	2625	7193	5037
QRICH2	106	184	60	51	85	54	287	253	93	2147	90	439	284	134	197	258	117	149	82	303	411	107	369
QRSL1	790	1738	812	997	1838	3253	1831	1404	2132	1563	746	1005	980	1751	1090	2122	571	1088	960	1384	2205	1904	2201
QSER1	2586	6664	1913	1914	4342	3423	2806	7186	8183	2923	865	1794	5313	5971	4972	7035	1531	5513	4815	4370	3957	1478	4147
QSOX1	13920	29385	17768	3831	5921	4090	9011	35367	6392	19453	19393	4643	11684	3645	8770	19802	17587	22295	12767	14413	33745	25154	6259
QSOX2	649	1164	857	522	556	627	769	1058	1874	2193	881	637	1619	483	1314	1457	675	577	576	856	1462	514	1006
QTRT1	1026	1082	968	728	1149	703	829	1348	664	1534	1233	1128	794	1057	1434	832	887	934	1145	937	1190	2840	1271
QTRTD1	1850	1514	1603	1024	2586	1269	1708	3105	2686	2732	841	929	2880	1743	2605	2976	675	2437	1717	1824	1828	1110	2559
R3HCC1	1890	1673	1568	700	1648	1038	1000	2076	1625	1338	1295	1685	700	1244	1198	992	1289	1467	3290	1561	2729	2524	665
R3HDM1	2838	6216	2414	2229	2210	1682	1550	2826	5733	3561	1224	1301	3063	3696	1990	3639	1229	2671	3084	2090	1806	804	2126
R3HDM2	3538	4455	2485	1686	5801	2665	2107	4212	3313	2927	1940	2386	2850	5403	4261	7318	1737	5381	4338	4634	2000	2414	6883
R3HDML	2	1	2	2	0	0	5	1	1	3	0	1	0	1	24	21	0	0	1	6	1	0	0
RAB10	6834	14388	8859	7399	12210	6320	10995	16239	15835	14387	7099	6470	10960	13124	13420	20036	4911	16442	12432	11377	12052	7437	12930
RAB11A	14194	10744	13643	11906	12694	5216	6823	29231	10166	7097	10942	9558	7532	12849	13294	22386	4722	15391	9790	10010	12176	14120	19145
RAB11B	3621	10558	4722	6137	4950	3716	4309	3487	3643	6334	3319	6703	7617	3832	5121	4365	2401	5686	4738	4836	8005	6018	3412
RAB11FIP1	31590	3026	8903	1730	72156	13072	1611	16975	9168	2772	1363	3669	3178	14129	14087	25029	8169	5017	14861	7263	15567	3103	3944
RAB11FIP2	623	672	770	482	1391	1241	602	1219	2054	766	563	498	622	2361	2099	3192	304	1650	1223	1996	614	454	1143
RAB11FIP3	684	8165	2407	1898	6354	1201	1553	4808	1486	3080	1724	1717	1645	5751	6508	3614	756	3699	3506	4515	2491	2867	3468
RAB11FIP4	1579	5855	2038	626	3738	525	1076	3898	2977	1262	1724	1164	618	6702	3096	2732	229	3482	2524	3252	1118	2673	2867
RAB11FIP5	3745	3704	4202	1919	2774	3091	1908	4966	2758	1610	2297	3263	2028	4370	5207	5652	1956	3689	5532	2920	2356	2622	2325
RAB12	1388	2143	2351	1735	1223	1438	2872	4565	4889	5190	831	2755	2098	2225	2456	4894	935	1476	1664	1528	2145	2695	2656
RAB13	7399	6483	7658	7809	11633	3145	5574	6377	7989	9719	3322	7729	2615	9680	5798	4954	6060	6815	15109	4057	3710	11903	5899
RAB14	6035	4927	7302	3836	10584	6143	5109	15560	12327	5798	5954	3861	4609	14404	14848	17641	3603	13631	9922	10277	7973	10102	11322
RAB15	1580	2428	1844	1762	1553	1070	1812	2456	1421	1854	629	1384	457	1235	2098	2793	1008	3499	1670	4000	1981	2232	581
RAB17	844	435	1199	1127	1195	625	593	2644	106	344	1712	744	686	1210	2204	960	881	1445	1869	1430	249	5370	775
RAB18	5708	6258	3823	4641	7596	5362	7684	10944	7245	5417	4274	4422	3336	15085	9388	14776	2272	11317	5644	8328	3423	5403	8600
RAB19	46	23	66	13	141	11	15	71	35	20	55	6	43	132	94	79	17	169	79	127	22	86	37
RAB1A	7651	19327	8997	9317	9355	8785	12104	15748	17223	13458	7832	15497	10182	14965	13252	19412	8055	14009	12417	8916	10518	15858	10019
RAB1B	14374	17334	16339	15998	14301	9721	10547	18231	11269	14609	13669	10608	9565	14555	17007	14485	9021	12983	38014	11641	8665	27068	13031
RAB20	539	939	1487	1741	1064	650	1397	703	2519	605	680	820	3565	995	1674	279	410	1085	1441	1618	10979	2696	687
RAB21	2215	2247	2287	1262	2741	2468	1614	4339	4440	2359	1833	1941	1652	4343	4411	5697	1217	4978	2792	3543	1273	2214	3652
RAB22A	8766	6964	2909	3288	4504	3656	3454	4868	4636	5254	1813	3341	2525	4983	5796	9422	1700	4650	4125	3434	3015	2921	6954
RAB23	787	2609	1371	1207	685	2192	3952	2088	1713	1901	461	1145	2592	2322	3116	3334	251	1635	662	1064	2510	345	1902
RAB24	574	1465	994	775	1076	745	1031	1511	845	1347	772	1114	1003	814	1305	885	1293	980	685	1090	477	2005	1370
RAB25	7948	7543	10367	6238	18683	3237	10175	6624	265	10264	3578	8377	4018	9468	4963	3412	18435	5857	11253	3607	5819	14970	6370
RAB26	347	999	203	447	623	31	166	491	6	169	424	19	39	1059	1336	145	25	73	262	771	110	854	177
RAB27A	1253	917	2333	643	1253	1124	1354	1774	4801	937	450	1206	2477	1830	2537	3279	690	1943	1741	2474	724	528	2347
RAB27B	398	142	1208	66	813	268	80	1882	114	56	231	17	336	670	2035	1153	21	1312	220	2243	150	252	819
RAB28	538	1005	425	460	903	766	447	1126	1084	999	535	633	648	1416	1605	1266	293	994	798	1057	712	653	908
RAB2A	4357	5731	3505	3914	4812	3023	3262	5682	6298	3393	2162	1908	2820	4132	7031	6654	1938	2896	4817	3162	3486	4892	4866
RAB2B	534	1128	922	1237	1419	930	878	2002	1532	1301	804	793	888	1391	2314	2514	799	1827	915	2316	571	1257	3062
RAB30	621	228	335	188	918	249	101	3740	766	166	353	90	104	6670	4282	325	41	387	743	2579	45	710	150
RAB31	16656	4275	9253	7587	11273	22584	2462	9749	19182	5052	1333	7329	13167	14306	23733	50821	2388	4780	6564	4362	2620	12775	24831
RAB32	1182	954	1201	674	1312	1833	1198	668	3449	452	421	2913	1616	1937	1886	1932	854	986	1527	790	2123	577	1390
RAB33A	29	34	72	24	45	72	69	23	385	8	16	79	58	24	87	71	3	65	54	36	24	17	44
RAB33B	461	634	517	531	1124	1317	353	1760	1305	725	545	339	758	1108	1909	1685	529	2263	706	1804	264	1178	935
RAB34	4801	9613	2924	4760	4069	2141	3749	5070	3195	2693	2244	4333	3759	5278	4741	3154	3910	1262	3764	1619	3460	11109	2100
RAB35	2287	2807	2092	1620	3125	1829	2742	3811	5437	2213	1765	3602	2948	2812	4405	3746	1546	4321	3753	2307	3694	3286	3795
RAB36	80	59	808	146	907	613	512	261	416	846	818	375	213	958	517	1496	38	134	1828	664	913	95	56
RAB37	157	31	143	46	152	28	134	325	1029	31	267	117	84	148	223	2208	93	466	289	317	62	108	292
RAB38	90	102	491	546	717	530	186	872	392	364	857	273	407	127	1199	259	6	54	633	702	126	1935	28
RAB39B	12	33	65	8	52	29	81	954	498	289	607	46	61	28	95	2168	7	899	70	408	144	2	30
RAB39	17	1	13	8	11	54	13	14	239	7	102	14	23	15	52	144	6	19	25	17	6	1	9
RAB3A	421	206	371	233	246	181	40	439	176	364	731	100	135	384	295	710	276	656	338	234	73	601	486
RAB3B	11	31	9	17	20	73	6	10	52	11	4	4	29	12	14	96	3	252	1	19	0	0	26
RAB3C	5	2	14	0	3	0	0	23	100	18	50	5	4	0	7	279	0	29	18	6	1	0	33
RAB3D	4791	4277	5955	8748	10898	3893	2576	7280	2708	4949	3776	1710	1818	13976	5462	8501	415	3878	4201	6619	3015	10473	2614
RAB3GAP1	2725	8341	6942	4157	4965	3465	2195	8068	8767	3637	6427	3360	4788	6620	5175	7210	1616	5689	5360	6646	1838	2421	4059
RAB3GAP2	4338	4344	2626	2385	8700	4410	2063	5865	5923	4773	1492	1869	2506	9590	4683	7670	2160	6749	7498	3861	2492	2593	3522
RAB3IL1	695	608	925	587	315	1247	509	893	1326	426	253	1172	478	582	1062	923	604	682	755	487	499	164	484
RAB3IP	1188	912	6574	956	2103	586	1479	1329	1006	1246	2026	1195	1362	3205	2389	4093	836	3746	2348	6495	1449	2203	726
RAB40AL	4	31	7	1	1	11	7	3	2	13	0	3	8	10	10	16	0	9	5	6	5	0	5
RAB40A	5	29	3	3	3	0	4	11	7	3	3	6	7	4	16	30	3	20	4	13	13	3	5
RAB40B	446	5205	551	265	780	404	679	1565	545	1907	625	1102	2634	642	747	1106	1821	463	513	816	2090	406	872
RAB40C	1019	3168	1557	1930	3364	759	1195	1936	611	3460	1043	897	1744	1784	4267	1857	872	2196	1575	3267	1695	2171	2485
RAB41	7	8	2	1	3	4	1	3	3	8	3	3	7	9	9	8	0	4	4	0	8	19	4
RAB42	82	377	128	60	35	107	249	72	422	32	20	225	653	96	187	113	20	95	422	51	902	11	32
RAB43	381	559	912	771	670	371	1174	1062	884	612	469	465	805	430	742	513	465	779	795	639	691	793	393
RAB4A	1777	2591	2873	2044	6861	2648	1909	3101	2360	4590	1197	2879	1345	3897	2738	3323	3841	2759	4230	2457	4564	4156	3585
RAB4B	877	1149	1408	1001	929	501	1449	1439	1425	1825	1482	1225	1055	951	2228	815	642	1321	929	1113	785	2865	870
RAB5A	2877	4257	3395	3502	4159	3790	4153	6554	6491	4822	2417	1863	2927	5575	6351	6386	2653	3094	3539	4285	1741	3461	4574
RAB5B	14157	11207	13844	7318	16485	8017	6760	20944	12770	6524	10105	5428	7846	22730	15066	21497	8533	18856	14571	11973	7615	16442	18267
RAB5C	12001	9176	7570	4520	10478	6270	5244	12674	10496	6008	5172	5557	5764	9486	12430	15532	2366	7261	9553	7640	6256	11796	10798
RAB6A	5338	30166	12528	7255	8662	9173	6399	12542	13243	7759	5173	8406	4771	10138	49428	22595	5454	35662	6259	10634	5203	6869	7455
RAB6B	147	1044	289	1542	238	1174	477	269	1070	633	166	419	670	286	398	1986	367	404	253	178	390	140	171
RAB6C	194	443	339	104	649	212	212	794	146	96	186	175	42	117	652	550	119	864	226	719	87	86	380
RAB7A	13715	13369	13202	13159	14975	11897	15072	19063	24192	15504	9295	13439	13603	15921	20513	27645	9393	20531	18013	13592	14803	15153	19366
RAB7L1	2034	1467	1836	976	5194	1397	2271	1776	4992	1642	316	988	1401	2467	1435	1500	1709	1473	3179	930	1632	281	2306
RAB8A	6447	6336	6498	3908	7195	2820	4329	6549	8135	4591	3973	4221	6296	4129	5115	7740	2660	4783	4866	3954	6699	7411	4971
RAB8B	1791	762	1606	1076	1712	2231	1083	2976	11062	1730	689	706	1568	1716	3951	3275	879	2901	2478	2428	1168	775	1342
RAB9A	368	1219	1305	673	1889	691	2012	1378	1805	1346	1014	2471	794	1278	1722	1039	1120	1710	819	1208	2463	1686	1040
RAB9BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB9B	15	55	4	7	1	17	7	23	36	45	11	7	22	16	26	56	9	68	49	8	16	0	35
RABAC1	4401	6985	3987	4935	1958	3493	4092	3525	4203	3509	4509	12147	4002	2389	3231	2852	2618	5027	5704	1225	3661	7569	1958
RABEP1	10832	4679	3304	2508	13610	4615	1940	45506	7692	3799	13092	1542	2883	15919	17987	18163	2347	14444	8343	9322	2037	12374	18206
RABEP2	894	2989	1244	2061	2239	264	1210	1642	690	637	762	1987	1872	1236	2152	957	840	2338	907	1528	1637	3971	1165
RABEPK	1167	756	977	935	2282	700	678	2196	1578	996	1757	872	749	2412	1614	2067	752	1406	2087	1132	891	2952	2026
RABGAP1L	791	707	727	317	1028	472	903	974	2628	1117	320	551	964	1405	1368	1554	521	1791	1591	1162	676	202	311
RABGAP1	3010	3796	2651	2594	4670	2995	2427	7066	5396	3110	2400	1751	2484	6392	6063	9173	1618	5497	4858	4996	1903	4074	6116
RABGEF1	1982	3283	2171	1618	2774	2383	2095	3579	5961	3180	1376	2296	1930	2875	4200	3969	1230	3531	2098	3440	2387	2557	2910
RABGGTA	921	926	877	1306	1215	476	1066	1338	1380	1104	1279	1581	991	987	1161	1240	920	1665	1307	1020	1116	2086	1675
RABGGTB	1871	1807	2031	1732	2693	1797	2213	1601	3655	5047	2600	2721	2077	4092	4333	3892	1683	2829	1790	2732	2402	2803	3655
RABIF	1404	1359	1167	1311	2193	1109	1751	1401	1309	1425	633	1150	1002	1764	1138	2273	1974	1777	2453	688	1118	1667	1194
RABL2A	765	1729	1026	384	1975	677	439	1506	776	691	539	562	329	1703	1032	2017	418	767	902	1035	776	1091	764
RABL2B	1328	865	1011	638	2508	781	766	1428	903	1111	689	933	473	2409	982	1945	514	795	1487	1000	1279	2044	921
RABL3	2639	1545	2246	1313	2777	1232	1745	4375	2246	1174	1382	701	616	2604	2742	3041	464	2763	2631	3463	1159	2884	1396
RABL5	2968	1808	1904	986	2880	1583	1300	2959	1366	1804	1496	841	806	3689	2326	3072	1080	1550	2305	2817	1462	3486	3034
RAC1	16652	28689	19649	24645	17360	14308	17253	19925	19438	16715	10594	12163	24200	17219	22041	26056	10801	17131	17421	19778	19630	17838	21915
RAC2	2434	488	2695	877	1970	1116	2843	1406	14592	313	2588	2262	4215	1047	2590	1088	753	3116	3241	1665	642	814	1931
RAC3	538	1980	572	1364	1030	197	625	762	443	559	509	1729	1610	570	843	629	3025	733	1254	1111	3206	3021	492
RACGAP1P	5	8	3	6	4	5	9	2	11	6	1	4	13	7	8	13	2	0	23	2	10	1	8
RACGAP1	4205	3839	859	1772	729	1485	3417	2021	5927	2257	901	1251	3897	3880	2754	4602	603	1268	5028	698	2989	943	3168
RAD17	1658	1752	1392	698	2252	1050	627	2505	2262	1085	1314	822	1118	2438	2646	4794	767	2483	1363	2471	849	1767	2531
RAD18	1608	945	955	777	1189	801	1141	1645	2206	1000	410	340	729	1285	1583	1676	362	1263	1322	1039	475	639	1057
RAD1	2166	4264	1391	2614	1694	1269	1407	2544	2001	1691	840	761	3111	2145	2854	4046	685	2263	1865	1935	1903	2003	2252
RAD21L1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	6	0	0	0	0	0	3
RAD21	20394	18907	9133	20399	21668	12861	20412	25426	50016	23058	9183	17287	17764	62359	40079	85266	5632	19182	34014	13816	16055	12707	27694
RAD23A	7214	7440	5389	6808	5416	4925	5083	7382	6003	8684	4716	8464	9607	5808	6308	8520	6799	6180	7143	4229	9614	9822	13288
RAD23B	12496	9316	11790	8976	18600	11310	9462	18218	18326	11841	7170	5178	19453	24759	19499	27706	9326	15563	15796	12607	17898	15745	21880
RAD50	4574	3684	3476	991	9239	2100	808	13170	5992	1613	2423	1267	3191	12000	7287	7090	1097	8094	5686	6636	2425	4205	8748
RAD51AP1	1179	3803	297	511	129	246	1699	146	1760	3557	164	746	1457	859	993	1034	220	159	782	140	1347	143	779
RAD51AP2	0	34	5	19	0	2	10	5	2	8	0	0	5	9	10	10	6	3	0	5	1	2	0
RAD51C	1284	1155	468	438	532	203	571	2793	985	1587	592	717	757	1038	719	1624	1130	1696	1069	523	1140	1259	2074
RAD51L1	139	96	168	313	327	101	1069	682	295	117	132	1830	128	245	379	188	4573	273	246	433	120	152	210
RAD51L3	709	513	317	179	590	274	467	812	880	478	379	347	439	565	633	695	99	713	630	482	408	476	546
RAD51	1661	751	223	826	53	135	577	432	944	1326	138	491	937	896	664	727	208	123	780	111	801	147	559
RAD52	233	868	160	99	432	140	318	477	315	1071	134	239	257	495	463	447	68	415	287	752	353	295	439
RAD54B	668	795	273	590	506	170	553	482	961	813	64	262	360	1225	626	621	92	350	600	165	647	97	560
RAD54L2	424	654	323	155	688	499	109	1112	1529	860	108	101	588	1102	993	882	36	537	884	915	314	151	399
RAD54L	1203	742	152	513	72	207	878	146	982	1330	129	517	1304	729	693	517	261	96	610	43	1583	155	524
RAD9A	365	840	653	480	479	277	1046	714	620	2690	464	667	313	520	426	606	257	452	2257	751	414	1194	549
RAD9B	120	69	48	73	64	50	123	142	94	82	64	191	78	97	63	73	45	54	63	67	87	58	87
RADIL	140	184	141	31	19	130	48	142	90	21	115	41	88	29	124	244	57	2043	148	102	400	24	184
RAE1	7409	3271	1949	1541	2262	2041	2510	2654	2315	3392	1335	2506	2082	2654	2369	4004	873	2295	2596	1581	2738	2847	1818
RAET1E	74	2	64	152	97	63	5	125	76	15	67	7	118	192	8	14	5	8	125	19	572	39	40
RAET1G	41	9	5	101	5	30	18	9	60	13	11	19	201	5	9	7	1	6	49	15	875	1	14
RAET1K	0	26	2	42	6	22	15	2	35	25	1	5	59	2	9	3	8	8	4	3	23	1	3
RAET1L	0	9	2	23	3	1	28	0	10	1	2	162	314	0	7	3	3	0	12	2	676	7	12
RAF1	5878	6063	4889	3792	6226	6051	5730	8091	8319	6289	3504	3001	5333	7178	8621	8285	2846	4514	6141	6100	4222	5999	5545
RAG1AP1	4219	4933	5281	5862	11964	1958	3589	9829	3772	6670	3502	2417	2183	15154	3524	4276	4504	2349	4824	3168	3863	15861	3718
RAG1	26	94	96	81	139	90	30	115	111	28	21	33	112	39	92	79	37	108	85	168	24	22	64
RAG2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
RAGE	281	242	542	432	1140	193	471	1208	177	781	296	471	171	786	928	287	111	236	369	1472	220	990	369
RAI14	2516	17125	5214	5917	1945	6456	2632	4938	5899	4108	579	3453	4348	3389	10844	10438	3107	3678	7065	3932	6086	2349	4719
RAI1	1677	7631	1835	1823	3974	1861	1949	5856	1515	2691	2220	1606	2635	2832	6960	3305	1046	2605	3469	2131	3256	3015	3804
RAI2	1101	236	4419	140	237	436	137	2603	746	366	372	326	161	4840	2904	2813	215	2142	1868	1780	99	7054	9972
RALA	3958	7530	3619	6036	4205	4536	4943	5472	6568	3916	2057	3119	9324	4601	8188	7363	2025	4817	4941	3702	4304	2509	6404
RALBP1	5499	4427	4500	3091	7399	2929	3085	8613	10206	4942	2974	4742	7812	9465	7527	9504	3289	4153	3864	4829	4521	4964	5784
RALB	2583	3339	4900	3611	3406	2835	1915	7156	6083	3296	3483	2917	3798	4842	5724	5460	2578	6117	4575	6341	2511	3170	3164
RALGAPA1	947	774	1332	740	3323	1655	452	4982	1736	757	911	689	706	3894	3546	3957	644	4003	1930	4219	534	1339	2972
RALGAPA2	300	1255	700	414	1506	807	105	1315	1983	557	924	58	856	4087	2573	923	28	1234	4717	1722	827	821	333
RALGAPB	8889	10523	4996	2923	9006	5126	4546	11990	10058	6217	3909	1392	5550	9430	9642	20600	1809	11798	6696	8853	2431	3401	5402
RALGDS	2281	3133	2987	2847	4470	2177	2743	6119	7051	3937	5936	2784	2513	3725	6851	4939	4233	6365	4342	5828	3956	4994	3815
RALGPS1	828	371	1130	185	1302	286	525	2296	483	245	508	215	197	1516	1595	2574	154	1406	965	1889	360	1195	595
RALGPS2	4041	780	3264	848	4776	1277	740	10109	2697	248	1578	301	1289	6722	4650	6635	1029	6595	9710	3237	1149	3602	5174
RALYL	0	207	0	0	0	0	2	2	0	0	0	6	0	0	82	1	0	0	0	68	1	0	1
RALY	6827	15430	6857	11684	6276	4001	15564	7114	8519	13881	4332	7032	12486	5282	7737	7651	6097	6888	7089	5083	7090	11512	7042
RAMP1	2342	129	292	212	212	369	144	637	263	270	32	909	2620	1559	573	1011	26	75	181	141	503	1259	782
RAMP2	3341	318	1477	722	485	667	763	4247	1539	1521	1426	982	315	513	1274	2122	146	2254	929	775	515	2360	1244
RAMP3	3442	371	1203	563	294	168	758	853	1743	1336	683	842	383	253	1175	986	166	1220	1050	280	614	9116	2780
RANBP10	1235	1564	1499	1726	1503	1455	1183	2504	2112	2159	1105	877	1141	1962	1961	2149	688	2943	2297	2008	1031	1479	1328
RANBP17	195	592	69	30	218	171	442	572	414	1334	4	171	797	289	404	721	171	386	141	224	302	0	159
RANBP1	3358	4211	1737	2945	2256	1341	4159	1571	4057	7827	1755	4047	6569	2842	2214	3548	1804	1201	3029	961	3366	3773	2531
RANBP2	5742	14835	7568	9643	11965	9260	3696	18418	22180	8692	6861	5103	12258	22994	12960	20394	2324	16097	10588	12118	4002	7279	8719
RANBP3L	8	14	38	67	15	805	6	253	212	15	148	29	7	332	104	58	58	1231	230	734	17	10	53
RANBP3	3520	4503	2676	3013	3484	1914	2761	2612	3487	3503	2593	2014	2611	3140	3774	3853	1795	3782	3542	2973	5454	4231	2388
RANBP6	1531	908	1433	1044	1815	1258	905	4346	3303	2459	1016	734	1044	1871	3291	4656	687	3767	1949	3717	1901	1757	2132
RANBP9	2873	4361	1517	2581	4192	2935	4122	4326	4604	2589	1942	2724	3462	6966	5121	4459	1426	9674	4303	3770	2765	3586	3033
RANGAP1	7306	7277	3701	10526	8763	2662	8478	4311	6903	11109	4590	11463	7982	9457	4844	3832	2976	5352	9022	2833	7053	10449	6223
RANGRF	1132	815	701	809	911	465	736	1182	955	2391	1198	841	502	1131	2139	965	868	662	1502	555	702	2396	1162
RAN	11966	14022	5671	8820	10562	6555	12990	11348	18622	16012	7001	10429	19842	13142	11626	15552	10243	9680	14348	6167	12703	11379	19806
RAP1A	3101	4859	3122	2411	3356	3146	4616	4709	11667	3008	2113	3363	3348	4571	5039	5228	2131	4311	2783	3507	2076	3076	3363
RAP1B	7937	3873	5663	3693	6436	5750	4530	8876	14898	6886	3070	5037	3797	8049	11871	11956	3119	7275	6840	5065	2591	5677	6165
RAP1GAP2	297	2044	1178	1214	2689	643	907	3619	1113	2717	923	1428	1390	516	902	388	284	2030	1413	265	389	1183	421
RAP1GAP	567	1749	228	4210	829	252	550	2496	187	549	5201	423	469	1963	1612	768	66	1134	1416	2382	1471	3185	706
RAP1GDS1	13746	1357	2311	1753	2163	1785	1108	4647	4935	2629	1743	1310	3189	2528	3156	10184	1771	3892	7189	2429	1809	3277	3788
RAP2A	1352	2951	1174	2915	1612	2151	3611	2053	5962	2877	1111	2899	2704	1658	3342	3623	2637	2564	1908	2625	4602	725	3260
RAP2B	2164	2816	2303	3751	1738	2228	5492	2007	7583	2996	884	2203	3126	1840	3682	3925	2329	1775	2722	1390	2530	1139	2451
RAP2C	14721	2459	2036	3108	2634	2430	1798	3389	5865	2536	838	1256	3176	7620	5874	14171	759	6637	3421	3817	2252	2038	3751
RAPGEF1	2766	3957	4220	2023	4781	3632	3383	5874	14567	3505	2345	3192	2890	4598	7232	8157	1791	6054	5445	4199	3713	2946	3444
RAPGEF2	1193	2046	1306	916	1637	2212	837	2476	6204	3324	861	901	2532	2648	3122	4269	1294	3519	1971	2125	1691	790	1930
RAPGEF3	490	191	526	767	870	213	457	1401	566	445	410	254	109	550	910	398	97	1869	587	1033	85	1216	185
RAPGEF4	334	194	331	295	643	314	84	1360	366	662	193	151	73	222	1222	1910	95	2735	522	1141	48	883	427
RAPGEF5	1746	4841	1511	2043	2337	1130	1717	3116	2560	1982	1863	847	605	2017	1515	3385	1178	2207	1393	1018	725	1929	1526
RAPGEF6	1232	1110	695	104	1637	790	108	2553	4428	338	312	129	842	4647	2236	1848	100	2325	1039	1848	187	215	718
RAPGEFL1	721	696	213	263	400	566	280	501	157	638	501	215	173	288	465	4169	34	203	953	230	997	639	407
RAPH1	2538	8465	3058	4292	7297	5978	2256	12699	4251	4267	1805	3849	2071	4066	4685	8897	2583	7351	5606	5801	1344	2335	2903
RAPSN	0	80	0	5	2	0	4	2	1	2	0	108	1	0	0	1	3	2	0	5	1	2	3
RARA	7319	2338	2848	4177	3409	3304	1676	18529	2528	1804	5059	1310	1321	11396	8593	10538	1671	4652	6184	6154	1274	3525	13548
RARB	123	126	410	107	192	200	485	1035	1074	194	301	322	157	245	413	418	240	532	221	775	289	416	902
RARG	2483	3826	4002	1613	2804	2319	2863	5334	2321	1583	1559	2351	3591	3220	3800	4866	2474	3742	3458	1782	5323	5662	6736
RARRES1	256	6540	2358	7458	2697	385	27071	810	8443	7834	278	4577	56886	511	1166	458	28588	762	1066	429	60620	56	237
RARRES2	630	1948	6277	2579	843	5018	1787	882	6376	3141	447	6553	2008	2595	4392	2404	2878	1061	1816	955	2320	1556	1327
RARRES3	6109	1328	5621	1110	2871	868	3004	25489	4001	146	6374	3148	1689	16450	16785	978	3038	3650	6164	10916	207	17241	3561
RARS2	837	3028	1704	950	2150	2082	2184	1953	2491	4593	1245	1790	2457	2349	2187	2914	1429	1358	2073	2052	4026	2663	2778
RARS	4529	4848	5041	1812	5172	2885	2995	7683	7626	3385	3311	2889	4906	4801	5868	8176	2489	4891	3817	3959	2882	4448	6248
RASA1	2400	3425	2602	1150	3746	2349	1039	4976	4009	1447	1343	1534	2893	3709	6422	5402	1480	6204	2501	21889	1229	1076	4090
RASA2	256	193	352	92	434	484	332	674	1475	354	77	255	650	617	927	848	99	639	463	641	235	64	218
RASA3	705	1107	2469	734	745	2237	1241	1387	5520	1303	693	1580	1715	1322	3215	2054	655	1612	2118	1158	632	743	1712
RASA4P	185	178	288	168	242	97	157	388	470	651	160	228	270	309	543	460	132	720	251	252	157	90	278
RASA4	358	616	555	197	286	227	312	465	1571	1593	303	266	476	942	1660	952	244	1257	973	499	813	219	992
RASAL1	9	709	192	54	13	2	482	7	45	722	4	1223	655	7	167	29	108	31	63	10	522	101	2
RASAL2	1893	4734	2563	1603	3938	3131	1828	3779	4024	3086	581	1787	4323	4498	3575	4463	5043	2898	3059	2522	3917	679	1484
RASAL3	136	163	526	264	401	245	747	364	2607	162	275	718	622	244	648	171	70	971	540	597	163	143	176
RASD1	14857	413	781	6265	1884	334	4854	283	1083	7509	792	1285	525	282	351	448	28	554	489	199	226	39	672
RASD2	400	1534	616	3279	228	673	1605	222	882	1338	386	1948	218	170	379	306	813	550	2019	526	811	1912	260
RASEF	1242	476	932	74	1410	556	27	3634	228	133	541	54	1610	3838	4830	3601	30	2782	2353	3698	681	794	1153
RASGEF1A	524	176	218	92	713	411	763	236	345	177	509	1030	1145	206	323	956	24	401	579	222	889	194	72
RASGEF1B	172	7344	329	699	249	489	707	495	2676	436	381	645	938	749	740	264	343	654	690	378	371	35	193
RASGEF1C	0	45	0	0	3	1	317	2	97	72	1	834	40	0	3	4	549	12	4	2	55	0	1
